emergency_id,baseline_route_distance,baseline_route_eta,uk_route_distance,uk_route_eta,traffic_conditions,selected_route
REQ01521,3.6,9,3.6,9,MODERATE,ROUTE-PRIMARY
REQ01522,2.7,8,2.7,7,HEAVY,ROUTE-PRIMARY
REQ01523,1.4,3,1.4,3,NORMAL,ROUTE-PRIMARY
REQ01524,0.6,2,0.6,1,NORMAL,ROUTE-PRIMARY
REQ01525,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ01526,1.7,6,1.7,6,MODERATE,ROUTE-PRIMARY
REQ01527,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ01528,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01529,2.9,8,2.9,8,MODERATE,ROUTE-PRIMARY
REQ01530,4,11,4,11,NORMAL,ROUTE-PRIMARY
REQ01531,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01532,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01533,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ01534,3,8,3,8,HEAVY,ROUTE-PRIMARY
REQ01535,3,9,3.2,8,NORMAL,ROUTE-PRIMARY
REQ01536,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ01537,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01538,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ01539,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ01540,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ01541,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ01542,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ01543,1.9,4,1.9,4,NORMAL,ROUTE-PRIMARY
REQ01544,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ01545,0.2,2,0.2,1,MODERATE,ROUTE-PRIMARY
REQ01546,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ01547,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ01548,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01549,1.9,4,1.9,4,NORMAL,ROUTE-PRIMARY
REQ01550,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ01551,1.5,3,1.5,3,NORMAL,ROUTE-PRIMARY
REQ01552,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01553,1,2,1,2,MODERATE,ROUTE-PRIMARY
REQ01554,4.4,12,4.4,12,NORMAL,ROUTE-PRIMARY
REQ01555,2.8,8,2.8,8,NORMAL,ROUTE-PRIMARY
REQ01556,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01557,1.7,6,1.7,6,MODERATE,ROUTE-PRIMARY
REQ01558,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ01559,2.2,6,2.2,6,MODERATE,ROUTE-PRIMARY
REQ01560,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ01561,3.8,9,3.8,9,HEAVY,ROUTE-PRIMARY
REQ01562,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ01563,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ01564,1.4,5,1.4,5,HEAVY,ROUTE-PRIMARY
REQ01565,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01566,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ01567,3.4,12,3.5,9,NORMAL,ROUTE-PRIMARY
REQ01568,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01569,17.7,33,17.7,33,MODERATE,ROUTE-PRIMARY
REQ01570,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01571,1.4,4,1.4,3,MODERATE,ROUTE-PRIMARY
REQ01572,2.6,8,2.6,8,MODERATE,ROUTE-PRIMARY
REQ01573,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ01574,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ01575,3.7,10,3.7,9,MODERATE,ROUTE-PRIMARY
REQ01576,1.6,5,1.6,5,HEAVY,ROUTE-PRIMARY
REQ01577,1.2,3,1.2,3,MODERATE,ROUTE-PRIMARY
REQ01578,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ01579,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ01580,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01581,3.8,14,3.8,13,NORMAL,ROUTE-PRIMARY
REQ01582,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ01583,3.7,9,3.7,8,NORMAL,ROUTE-PRIMARY
REQ01584,1.5,3,1.5,3,NORMAL,ROUTE-PRIMARY
REQ01585,3.3,11,3.3,11,HEAVY,ROUTE-PRIMARY
REQ01586,1.5,3,1.5,3,NORMAL,ROUTE-PRIMARY
REQ01587,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ01588,1.5,4,1.5,4,HEAVY,ROUTE-PRIMARY
REQ01589,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ01590,2.7,9,2.7,9,MODERATE,ROUTE-PRIMARY
REQ01591,15.2,26,15.2,26,HEAVY,ROUTE-PRIMARY
REQ01592,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01593,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ01594,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01595,1.4,5,1.4,5,MODERATE,ROUTE-PRIMARY
REQ01596,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ01597,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01598,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01599,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01600,1.6,4,1.6,4,HEAVY,ROUTE-PRIMARY
REQ01601,6.2,10,6.2,10,NORMAL,ROUTE-PRIMARY
REQ01602,2.5,7,2.5,7,NORMAL,ROUTE-PRIMARY
REQ01603,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ01604,2.6,10,2.6,10,MODERATE,ROUTE-PRIMARY
REQ01605,2.4,9,2.4,9,MODERATE,ROUTE-PRIMARY
REQ01606,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01607,3.3,11,3.3,11,NORMAL,ROUTE-PRIMARY
REQ01608,3.3,10,3.3,10,NORMAL,ROUTE-PRIMARY
REQ01609,1.2,5,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01610,2.7,9,2.7,9,NORMAL,ROUTE-PRIMARY
REQ01611,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01612,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01613,2.9,10,2.9,10,NORMAL,ROUTE-PRIMARY
REQ01614,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01615,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01616,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01617,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01618,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ01619,8.2,12,8.2,12,MODERATE,ROUTE-PRIMARY
REQ01620,16.3,27,16.3,27,NORMAL,ROUTE-PRIMARY
REQ01621,1,3,1,3,HEAVY,ROUTE-PRIMARY
REQ01622,2.3,6,2.3,6,NORMAL,ROUTE-PRIMARY
REQ01623,3.3,9,3.3,9,MODERATE,ROUTE-PRIMARY
REQ01624,2.7,6,2.7,6,NORMAL,ROUTE-PRIMARY
REQ01625,1.3,3,1.3,3,MODERATE,ROUTE-PRIMARY
REQ01626,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ01627,2.7,10,2.7,10,NORMAL,ROUTE-PRIMARY
REQ01628,2.9,6,2.9,6,MODERATE,ROUTE-PRIMARY
REQ01629,1.9,5,1.9,5,MODERATE,ROUTE-PRIMARY
REQ01630,2.3,5,2.3,5,HEAVY,ROUTE-PRIMARY
REQ01631,0.7,3,0.7,3,NORMAL,ROUTE-PRIMARY
REQ01632,1.7,6,1.7,6,MODERATE,ROUTE-PRIMARY
REQ01633,2.7,10,2.7,9,NORMAL,ROUTE-PRIMARY
REQ01634,3.3,8,3.3,8,MODERATE,ROUTE-PRIMARY
REQ01635,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ01636,1.4,3,1.4,3,NORMAL,ROUTE-PRIMARY
REQ01637,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ01638,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01639,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ01640,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ01641,2,6,2,6,MODERATE,ROUTE-PRIMARY
REQ01642,2.4,9,2.4,9,NORMAL,ROUTE-PRIMARY
REQ01643,1.3,5,1.3,4,MODERATE,ROUTE-PRIMARY
REQ01644,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ01645,1.4,4,1.4,4,HEAVY,ROUTE-PRIMARY
REQ01646,1.8,6,1.8,6,MODERATE,ROUTE-PRIMARY
REQ01647,0.9,3,0.9,3,MODERATE,ROUTE-PRIMARY
REQ01648,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01649,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ01650,3.6,11,3.6,11,NORMAL,ROUTE-PRIMARY
REQ01651,1.4,5,1.4,5,HEAVY,ROUTE-PRIMARY
REQ01652,3.8,11,3.8,11,MODERATE,ROUTE-PRIMARY
REQ01653,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01654,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01655,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ01656,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ01657,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ01658,0.8,3,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01659,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ01660,1.3,5,1.3,4,HEAVY,ROUTE-PRIMARY
REQ01661,2.5,6,2.5,6,NORMAL,ROUTE-PRIMARY
REQ01662,2.1,6,2.1,6,NORMAL,ROUTE-PRIMARY
REQ01663,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01664,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ01665,1.3,4,1.3,4,MODERATE,ROUTE-PRIMARY
REQ01666,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ01667,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01668,2.4,7,2.4,7,NORMAL,ROUTE-PRIMARY
REQ01669,2.4,8,2.4,8,MODERATE,ROUTE-PRIMARY
REQ01670,1.5,6,1.5,6,MODERATE,ROUTE-PRIMARY
REQ01671,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01672,1.5,4,1.5,4,HEAVY,ROUTE-PRIMARY
REQ01673,2,6,2,6,MODERATE,ROUTE-PRIMARY
REQ01674,0.2,2,0.2,1,NORMAL,ROUTE-PRIMARY
REQ01675,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ01676,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01677,3.2,10,3.2,10,MODERATE,ROUTE-PRIMARY
REQ01678,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01679,2.3,5,2.3,5,NORMAL,ROUTE-PRIMARY
REQ01680,2.3,5,2.3,5,NORMAL,ROUTE-PRIMARY
REQ01681,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01682,3.1,11,3.1,11,NORMAL,ROUTE-PRIMARY
REQ01683,3.1,11,3.1,11,NORMAL,ROUTE-PRIMARY
REQ01684,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ01685,0.8,2,0.8,2,MODERATE,ROUTE-PRIMARY
REQ01686,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ01687,1.8,5,1.8,5,HEAVY,ROUTE-PRIMARY
REQ01688,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01689,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ01690,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ01691,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01692,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01693,0.1,2,0.1,1,HEAVY,ROUTE-PRIMARY
REQ01694,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ01695,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ01696,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ01697,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ01698,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01699,1.7,6,1.7,6,HEAVY,ROUTE-PRIMARY
REQ01700,2,6,2,6,MODERATE,ROUTE-PRIMARY
REQ01701,1.8,5,1.8,4,NORMAL,ROUTE-PRIMARY
REQ01702,1.9,5,1.9,5,HEAVY,ROUTE-PRIMARY
REQ01703,3,8,3,8,NORMAL,ROUTE-PRIMARY
REQ01704,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ01705,1.1,4,1.1,4,HEAVY,ROUTE-PRIMARY
REQ01706,3.2,11,3.2,11,MODERATE,ROUTE-PRIMARY
REQ01707,2.8,9,2.8,9,NORMAL,ROUTE-PRIMARY
REQ01708,2,5,2,5,NORMAL,ROUTE-PRIMARY
REQ01709,3.9,12,3.9,12,MODERATE,ROUTE-PRIMARY
REQ01710,1.2,5,1.2,5,NORMAL,ROUTE-PRIMARY
REQ01711,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01712,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ01713,2.5,6,2.5,6,MODERATE,ROUTE-PRIMARY
REQ01714,0.4,2,0.4,1,HEAVY,ROUTE-PRIMARY
REQ01715,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ01716,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ01717,1.3,5,1.3,4,NORMAL,ROUTE-PRIMARY
REQ01718,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ01719,2.6,8,2.6,8,MODERATE,ROUTE-PRIMARY
REQ01720,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ01721,2.7,7,2.7,7,MODERATE,ROUTE-PRIMARY
REQ01722,3.3,8,3.3,8,NORMAL,ROUTE-PRIMARY
REQ01723,1.5,3,1.5,3,NORMAL,ROUTE-PRIMARY
REQ01724,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ01725,1.8,6,1.8,6,MODERATE,ROUTE-PRIMARY
REQ01726,1.1,4,1.1,4,HEAVY,ROUTE-PRIMARY
REQ01727,2.3,7,2.3,7,MODERATE,ROUTE-PRIMARY
REQ01728,4.1,11,4.1,11,NORMAL,ROUTE-PRIMARY
REQ01729,2.6,8,2.6,8,HEAVY,ROUTE-PRIMARY
REQ01730,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01731,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01732,2.8,9,2.8,9,NORMAL,ROUTE-PRIMARY
REQ01733,1.4,3,1.4,3,MODERATE,ROUTE-PRIMARY
REQ01734,2.2,4,2.2,4,MODERATE,ROUTE-PRIMARY
REQ01735,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ01736,2,5,2,5,MODERATE,ROUTE-PRIMARY
REQ01737,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ01738,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ01739,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ01740,3.3,8,3.3,8,MODERATE,ROUTE-PRIMARY
REQ01741,3.2,11,3.2,10,NORMAL,ROUTE-PRIMARY
REQ01742,1.5,4,1.5,4,MODERATE,ROUTE-PRIMARY
REQ01743,3.2,9,3.2,9,NORMAL,ROUTE-PRIMARY
REQ01744,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01745,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01746,2.3,6,2.3,6,MODERATE,ROUTE-PRIMARY
REQ01747,5.9,13,5.9,13,HEAVY,ROUTE-PRIMARY
REQ01748,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ01749,3.2,10,3.2,10,NORMAL,ROUTE-PRIMARY
REQ01750,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01751,2.6,9,2.6,9,MODERATE,ROUTE-PRIMARY
REQ01752,0.9,3,0.9,3,MODERATE,ROUTE-PRIMARY
REQ01753,3.4,9,3.4,9,MODERATE,ROUTE-PRIMARY
REQ01754,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ01755,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01756,1,3,1,3,HEAVY,ROUTE-PRIMARY
REQ01757,2.4,8,2.4,8,MODERATE,ROUTE-PRIMARY
REQ01758,0.3,2,0.3,1,MODERATE,ROUTE-PRIMARY
REQ01759,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01760,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ01761,1.8,7,1.8,7,MODERATE,ROUTE-PRIMARY
REQ01762,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01763,3.1,8,3.1,8,NORMAL,ROUTE-PRIMARY
REQ01764,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01765,1.6,6,1.6,6,MODERATE,ROUTE-PRIMARY
REQ01766,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ01767,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01768,2.6,8,2.6,8,HEAVY,ROUTE-PRIMARY
REQ01769,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ01770,2.8,9,2.8,9,MODERATE,ROUTE-PRIMARY
REQ01771,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01772,2.3,7,2.3,7,MODERATE,ROUTE-PRIMARY
REQ01773,6.1,13,6.1,12,MODERATE,ROUTE-PRIMARY
REQ01774,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01775,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01776,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ01777,2.9,8,2.9,8,HEAVY,ROUTE-PRIMARY
REQ01778,3,7,3,7,NORMAL,ROUTE-PRIMARY
REQ01779,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01780,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01781,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01782,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01783,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01784,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ01785,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01786,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ01787,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ01788,3,6,3,6,MODERATE,ROUTE-PRIMARY
REQ01789,1.7,7,1.7,7,HEAVY,ROUTE-PRIMARY
REQ01790,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ01791,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ01792,1.7,5,1.7,5,HEAVY,ROUTE-PRIMARY
REQ01793,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ01794,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01795,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ01796,2.7,9,2.7,9,MODERATE,ROUTE-PRIMARY
REQ01797,1.9,6,1.9,6,MODERATE,ROUTE-PRIMARY
REQ01798,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ01799,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ01800,5,14,5,14,NORMAL,ROUTE-PRIMARY
REQ01801,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ01802,2.4,6,2.4,6,MODERATE,ROUTE-PRIMARY
REQ01803,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ01804,1.1,2,1.1,2,NORMAL,ROUTE-PRIMARY
REQ01805,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01806,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ01807,1.8,4,1.8,4,HEAVY,ROUTE-PRIMARY
REQ01808,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ01809,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ01810,3.3,9,3.3,9,NORMAL,ROUTE-PRIMARY
REQ01811,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ01812,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01813,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01814,3.2,10,3.2,10,NORMAL,ROUTE-PRIMARY
REQ01815,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ01816,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01817,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ01818,3.5,7,3.5,7,NORMAL,ROUTE-PRIMARY
REQ01819,1.9,4,1.9,4,NORMAL,ROUTE-PRIMARY
REQ01820,2.1,6,2.1,6,MODERATE,ROUTE-PRIMARY
REQ01821,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ01822,0.9,3,0.9,3,HEAVY,ROUTE-PRIMARY
REQ01823,2,5,2,5,MODERATE,ROUTE-PRIMARY
REQ01824,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01825,0.9,3,0.9,3,HEAVY,ROUTE-PRIMARY
REQ01826,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01827,0.4,2,0.4,1,MODERATE,ROUTE-PRIMARY
REQ01828,6.2,13,6.2,13,HEAVY,ROUTE-PRIMARY
REQ01829,1.5,5,1.5,4,MODERATE,ROUTE-PRIMARY
REQ01830,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ01831,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ01832,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ01833,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ01834,6.1,18,6.1,18,NORMAL,ROUTE-PRIMARY
REQ01835,2.1,8,2.1,8,NORMAL,ROUTE-PRIMARY
REQ01836,0.9,3,0.9,3,MODERATE,ROUTE-PRIMARY
REQ01837,2.7,7,2.7,7,HEAVY,ROUTE-PRIMARY
REQ01838,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ01839,8.5,20,8.5,20,NORMAL,ROUTE-PRIMARY
REQ01840,1.7,5,1.7,5,HEAVY,ROUTE-PRIMARY
REQ01841,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01842,2.5,9,2.5,9,MODERATE,ROUTE-PRIMARY
REQ01843,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01844,2.7,9,2.7,9,MODERATE,ROUTE-PRIMARY
REQ01845,5.7,16,5.7,16,NORMAL,ROUTE-PRIMARY
REQ01846,0.5,2,0.5,1,HEAVY,ROUTE-PRIMARY
REQ01847,2.1,7,2.1,6,MODERATE,ROUTE-PRIMARY
REQ01848,1.7,4,1.7,4,MODERATE,ROUTE-PRIMARY
REQ01849,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ01850,2.4,9,2.4,9,NORMAL,ROUTE-PRIMARY
REQ01851,2.7,8,2.7,8,NORMAL,ROUTE-PRIMARY
REQ01852,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01853,3.8,8,3.8,8,NORMAL,ROUTE-PRIMARY
REQ01854,2.3,5,2.3,5,NORMAL,ROUTE-PRIMARY
REQ01855,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01856,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ01857,1,4,1,3,NORMAL,ROUTE-PRIMARY
REQ01858,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01859,2.1,7,2.1,7,NORMAL,ROUTE-PRIMARY
REQ01860,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01861,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ01862,0.3,2,0.3,1,MODERATE,ROUTE-PRIMARY
REQ01863,3.5,12,3.5,11,MODERATE,ROUTE-PRIMARY
REQ01864,3.3,10,3.3,10,NORMAL,ROUTE-PRIMARY
REQ01865,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ01866,2.3,6,2.3,6,NORMAL,ROUTE-PRIMARY
REQ01867,3.1,12,3.1,12,NORMAL,ROUTE-PRIMARY
REQ01868,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ01869,1.8,6,1.8,6,MODERATE,ROUTE-PRIMARY
REQ01870,2.4,9,2.4,9,HEAVY,ROUTE-PRIMARY
REQ01871,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ01872,2.2,5,2.2,5,NORMAL,ROUTE-PRIMARY
REQ01873,2.4,9,2.4,8,HEAVY,ROUTE-PRIMARY
REQ01874,1.8,6,1.8,6,MODERATE,ROUTE-PRIMARY
REQ01875,1.5,3,1.5,3,MODERATE,ROUTE-PRIMARY
REQ01876,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ01877,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ01878,3.9,11,3.9,11,NORMAL,ROUTE-PRIMARY
REQ01879,1.6,5,1.6,5,HEAVY,ROUTE-PRIMARY
REQ01880,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ01881,7,17,7,17,MODERATE,ROUTE-PRIMARY
REQ01882,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ01883,4.6,8,4.6,8,NORMAL,ROUTE-PRIMARY
REQ01884,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ01885,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01886,2.2,8,2.2,8,MODERATE,ROUTE-PRIMARY
REQ01887,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ01888,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ01889,2.7,8,2.7,8,NORMAL,ROUTE-PRIMARY
REQ01890,1.6,4,1.6,4,MODERATE,ROUTE-PRIMARY
REQ01891,2.1,6,2.1,6,NORMAL,ROUTE-PRIMARY
REQ01892,3.3,7,3.3,7,NORMAL,ROUTE-PRIMARY
REQ01893,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ01894,0.9,2,0.9,2,HEAVY,ROUTE-PRIMARY
REQ01895,0.8,2,0.8,2,MODERATE,ROUTE-PRIMARY
REQ01896,0.6,2,0.6,1,MODERATE,ROUTE-PRIMARY
REQ01897,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01898,1.1,2,1.1,2,MODERATE,ROUTE-PRIMARY
REQ01899,1.2,5,1.2,5,MODERATE,ROUTE-PRIMARY
REQ01900,0.8,2,0.8,2,HEAVY,ROUTE-PRIMARY
