emergency_id,baseline_ambulance_id,baseline_eta,baseline_distance,uk_ambulance_id,uk_eta,uk_distance,uk_score,traffic
REQ01398,AMB0100,8,2.61,AMB0099,7,2.4,0.478,NORMAL
REQ01399,AMB0003,12,6.52,AMB0014,5,2.6,0.388,NORMAL
REQ01400,AMB0104,5,1.89,AMB0104,5,1.9,0.324,MODERATE
REQ01401,AMB0102,5,1.9,AMB0104,5,1.9,0.289,MODERATE
REQ01402,AMB0094,4,1.8,AMB0091,3,1.3,0.29,NORMAL
REQ01403,AMB0086,5,2.07,AMB0084,4,1.8,0.195,NORMAL
REQ01404,AMB0103,10,3.01,AMB0103,10,3,0.548,NORMAL
REQ01405,AMB0116,8,2.05,AMB0118,8,2.1,0.374,NORMAL
REQ01406,AMB0025,9,2.76,AMB0023,9,2.7,0.493,NORMAL
REQ01407,AMB0120,2,0.52,AMB0120,2,0.5,0.081,NORMAL
REQ01408,AMB0032,3,0.74,AMB0032,3,0.7,0.217,NORMAL
REQ01409,AMB0046,4,2.03,AMB0046,4,2,0.241,NORMAL
REQ01410,AMB0111,10,3.32,AMB0109,10,3.2,0.386,NORMAL
REQ01411,AMB0096,9,2.26,AMB0096,9,2.3,0.431,NORMAL
REQ01412,AMB0074,5,2.15,AMB0074,5,2.2,0.455,NORMAL
REQ01413,AMB0002,9,2.98,AMB0001,7,2.3,0.383,MODERATE
REQ01414,AMB0130,9,2.39,AMB0131,8,2.1,0.351,NORMAL
REQ01415,AMB0123,15,5.2,AMB0123,15,5.2,0.64,NORMAL
REQ01416,AMB0039,7,1.86,AMB0039,7,1.9,0.354,NORMAL
REQ01417,AMB0055,2,0.79,AMB0055,2,0.8,0.206,NORMAL
REQ01418,AMB0038,7,2.2,AMB0039,5,1.4,0.3,NORMAL
REQ01419,AMB0118,9,3.36,AMB0118,9,3.4,0.55,NORMAL
REQ01420,AMB0118,11,3.83,AMB0118,11,3.8,0.584,NORMAL
REQ01421,AMB0084,10,2.74,AMB0086,11,3,0.324,NORMAL
REQ01422,AMB0018,3,1.14,AMB0018,3,1.1,0.274,NORMAL
REQ01423,AMB0049,2,0.46,AMB0049,1,0.5,0.182,NORMAL
REQ01424,AMB0129,8,2,AMB0131,7,1.8,0.188,NORMAL
REQ01425,AMB0126,4,1.4,AMB0128,2,0.6,0.137,NORMAL
REQ01426,AMB0058,6,1.77,AMB0057,6,1.7,0.319,NORMAL
REQ01427,AMB0035,2,1.14,AMB0033,2,1,0.254,NORMAL
REQ01428,AMB0060,4,1.26,AMB0062,4,1,0.334,NORMAL
REQ01429,AMB0107,2,0.58,AMB0107,2,0.6,0.172,NORMAL
REQ01430,AMB0114,5,1.45,AMB0114,5,1.5,0.247,NORMAL
REQ01431,AMB0106,11,3.31,AMB0127,5,1.7,0.257,NORMAL
REQ01432,AMB0031,2,0.51,AMB0031,2,0.5,0.187,HEAVY
REQ01433,AMB0039,2,0.63,AMB0039,2,0.6,0.177,NORMAL
REQ01434,AMB0121,15,4.49,AMB0120,14,4.3,0.606,MODERATE
REQ01435,AMB0033,2,0.15,AMB0033,1,0.2,0.111,NORMAL
REQ01436,AMB0035,8,2.6,AMB0033,8,2.4,0.459,NORMAL
REQ01437,AMB0006,10,3.48,AMB0007,10,3.3,0.517,MODERATE
REQ01438,AMB0100,8,2.54,AMB0099,7,2.3,0.457,NORMAL
REQ01439,AMB0101,17,6.96,AMB0084,11,3.9,0.637,MODERATE
REQ01440,AMB0032,2,0.37,AMB0032,1,0.4,0.137,NORMAL
REQ01441,AMB0072,5,1.7,AMB0072,5,1.7,0.374,MODERATE
REQ01442,AMB0047,10,2.48,AMB0046,8,2.2,0.303,NORMAL
REQ01443,AMB0035,3,1.12,AMB0033,3,1,0.276,NORMAL
REQ01444,AMB0124,8,2.09,AMB0123,8,2.4,0.334,NORMAL
REQ01445,AMB0018,9,2.73,AMB0018,9,2.7,0.567,MODERATE
REQ01446,AMB0060,11,3.57,AMB0069,8,2.8,0.551,NORMAL
REQ01447,AMB0107,3,1.09,AMB0107,3,1.1,0.206,NORMAL
REQ01448,AMB0106,3,1.07,AMB0108,3,1,0.253,NORMAL
REQ01449,AMB0022,8,3.32,AMB0021,7,2.6,0.548,NORMAL
REQ01450,AMB0022,7,3.05,AMB0021,6,2.3,0.514,NORMAL
REQ01451,AMB0033,3,0.93,AMB0036,3,0.8,0.269,MODERATE
REQ01452,AMB0024,7,2.19,AMB0023,5,1.7,0.311,MODERATE
REQ01453,AMB0055,3,0.93,AMB0055,3,0.9,0.186,MODERATE
REQ01454,AMB0078,8,2.43,AMB0080,8,2.5,0.339,MODERATE
REQ01455,AMB0066,6,2.03,AMB0065,6,1.9,0.419,NORMAL
REQ01456,AMB0079,22,12.38,AMB0083,10,5.6,0.365,NORMAL
REQ01457,AMB0110,3,1.23,AMB0112,2,0.9,0.205,MODERATE
REQ01458,AMB0083,37,19.8,AMB0046,13,5.7,0.352,NORMAL
REQ01459,AMB0016,7,2.72,AMB0016,7,2.7,0.479,HEAVY
REQ01460,AMB0101,18,7.24,AMB0084,12,4.2,0.652,NORMAL
REQ01461,AMB0116,3,0.75,AMB0117,3,0.7,0.155,MODERATE
REQ01462,AMB0036,12,4.38,AMB0021,9,3.5,0.673,NORMAL
REQ01463,AMB0077,6,2.53,AMB0079,6,2.2,0.424,NORMAL
REQ01464,AMB0094,9,3.34,AMB0092,6,2.6,0.648,NORMAL
REQ01465,AMB0113,2,1.02,AMB0113,2,1,0.199,HEAVY
REQ01466,AMB0118,9,3.39,AMB0118,9,3.4,0.552,MODERATE
REQ01467,AMB0020,7,2.27,AMB0020,7,2.3,0.357,NORMAL
REQ01468,AMB0021,8,2.57,AMB0021,8,2.6,0.358,NORMAL
REQ01469,AMB0115,5,2.02,AMB0115,5,2,0.412,NORMAL
REQ01470,AMB0103,5,1.51,AMB0103,5,1.5,0.289,MODERATE
REQ01471,AMB0107,2,0.17,AMB0107,1,0.2,0.096,HEAVY
REQ01472,AMB0121,6,1.48,AMB0120,5,1.3,0.105,MODERATE
REQ01473,AMB0025,8,2.35,AMB0023,7,2.3,0.465,MODERATE
REQ01474,AMB0081,40,20.13,AMB0083,4,1.3,0.162,NORMAL
REQ01475,AMB0057,4,1.28,AMB0057,4,1.3,0.331,NORMAL
REQ01476,AMB0104,6,2.19,AMB0104,6,2.2,0.474,MODERATE
REQ01477,AMB0129,8,2.01,AMB0131,7,1.8,0.189,MODERATE
REQ01478,AMB0097,2,0.53,AMB0097,1,0.5,0.143,NORMAL
REQ01479,AMB0070,2,0.43,AMB0070,1,0.4,0.172,MODERATE
REQ01480,AMB0125,8,2.57,AMB0123,8,2.7,0.349,HEAVY
REQ01481,AMB0053,3,0.82,AMB0053,3,0.8,0.255,MODERATE
REQ01482,AMB0012,11,3.44,AMB0011,11,3.6,0.488,MODERATE
REQ01483,AMB0064,4,1.73,AMB0068,4,1.5,0.325,HEAVY
REQ01484,AMB0086,8,2.98,AMB0084,8,2.7,0.578,MODERATE
REQ01485,AMB0123,12,4.09,AMB0120,7,2.3,0.438,NORMAL
REQ01486,AMB0125,16,5.56,AMB0125,15,5.6,0.472,NORMAL
REQ01487,AMB0118,5,1.83,AMB0118,5,1.8,0.215,NORMAL
REQ01488,AMB0063,3,0.8,AMB0066,3,0.7,0.19,MODERATE
REQ01489,AMB0031,2,0.7,AMB0031,2,0.7,0.197,HEAVY
REQ01490,AMB0054,4,1.02,AMB0054,4,1,0.262,NORMAL
REQ01491,AMB0098,4,1.65,AMB0098,4,1.7,0.272,NORMAL
REQ01492,AMB0095,5,1.66,AMB0095,5,1.7,0.274,NORMAL
REQ01493,AMB0040,14,6.72,AMB0043,6,3.6,0.504,MODERATE
REQ01494,AMB0051,2,0.51,AMB0049,1,0.5,0.182,NORMAL
REQ01495,AMB0131,3,1.33,AMB0131,3,1.3,0.206,NORMAL
REQ01496,AMB0121,9,2.46,AMB0120,8,2.3,0.272,MODERATE
REQ01497,AMB0094,6,2.45,AMB0091,5,2,0.41,NORMAL
REQ01498,AMB0074,5,2.4,AMB0074,5,2.4,0.458,HEAVY
REQ01499,AMB0131,3,0.94,AMB0131,3,0.9,0.191,MODERATE
REQ01500,AMB0129,5,1.37,AMB0131,4,1.2,0.213,NORMAL
REQ01501,AMB0125,9,3.67,AMB0123,8,3.4,0.531,NORMAL
REQ01502,AMB0040,10,3.75,AMB0042,10,3.6,0.712,MODERATE
REQ01503,AMB0028,4,1.19,AMB0026,3,0.9,0.223,NORMAL
REQ01504,AMB0058,21,7.31,AMB0055,8,2.5,0.461,NORMAL
REQ01505,AMB0110,2,0.91,AMB0112,2,0.6,0.17,NORMAL
REQ01506,AMB0111,3,0.9,AMB0109,3,0.8,0.152,NORMAL
REQ01507,AMB0036,5,1.54,AMB0036,5,1.5,0.274,NORMAL
REQ01508,AMB0060,7,2,AMB0069,4,1.5,0.385,MODERATE
REQ01509,AMB0041,4,1.57,AMB0041,4,1.6,0.274,MODERATE
REQ01510,AMB0022,4,1.52,AMB0022,4,1.5,0.228,NORMAL
REQ01511,AMB0013,13,4.8,AMB0018,9,3.1,0.613,NORMAL
REQ01512,AMB0127,7,2.2,AMB0127,7,2.2,0.438,NORMAL
REQ01513,AMB0094,13,4.07,AMB0092,10,3.3,0.54,HEAVY
REQ01514,AMB0059,5,1.37,AMB0056,4,1.2,0.343,NORMAL
REQ01515,AMB0107,6,2.3,AMB0107,6,2.3,0.496,NORMAL
REQ01516,AMB0081,32,16.92,AMB0079,14,5.1,0.472,HEAVY
REQ01517,AMB0012,11,3.01,AMB0011,11,3.2,0.505,NORMAL
REQ01518,AMB0017,10,2.93,AMB0019,10,2.7,0.531,MODERATE
REQ01519,AMB0002,7,1.91,AMB0001,6,1.7,0.267,NORMAL
REQ01520,AMB0072,5,1.81,AMB0072,5,1.8,0.386,NORMAL
REQ01521,AMB0125,9,3.84,AMB0123,9,3.6,0.547,MODERATE
REQ01522,AMB0043,8,2.72,AMB0043,7,2.7,0.47,HEAVY
REQ01523,AMB0114,4,1.54,AMB0113,3,1.4,0.272,NORMAL
REQ01524,AMB0016,2,1.02,AMB0014,1,0.6,0.147,NORMAL
REQ01525,AMB0110,7,2.71,AMB0110,7,2.7,0.47,NORMAL
REQ01526,AMB0066,6,1.8,AMB0065,6,1.7,0.356,MODERATE
REQ01527,AMB0055,8,2.57,AMB0055,8,2.6,0.483,NORMAL
REQ01528,AMB0037,3,0.92,AMB0037,3,0.9,0.265,NORMAL
REQ01529,AMB0112,8,2.93,AMB0112,8,2.9,0.41,MODERATE
REQ01530,AMB0101,16,6.73,AMB0086,11,4,0.337,NORMAL
REQ01531,AMB0059,2,0.67,AMB0059,2,0.7,0.252,NORMAL
REQ01532,AMB0029,3,0.84,AMB0027,3,0.8,0.229,NORMAL
REQ01533,AMB0039,6,1.54,AMB0037,5,1.3,0.335,MODERATE
REQ01534,AMB0037,11,3.96,AMB0021,8,3,0.626,HEAVY
REQ01535,AMB0066,9,3.03,AMB0066,8,3.2,0.744,NORMAL
REQ01536,AMB0070,2,0.41,AMB0070,1,0.4,0.164,NORMAL
REQ01537,AMB0065,2,0.82,AMB0065,2,0.8,0.264,NORMAL
REQ01538,AMB0056,5,1.3,AMB0056,5,1.3,0.294,MODERATE
REQ01539,AMB0002,9,2.48,AMB0001,8,2.2,0.393,NORMAL
REQ01540,AMB0031,2,0.33,AMB0031,1,0.3,0.14,NORMAL
REQ01541,AMB0034,4,1.23,AMB0036,4,1.2,0.302,MODERATE
REQ01542,AMB0100,2,0.91,AMB0100,2,0.9,0.162,NORMAL
REQ01543,AMB0110,5,2.2,AMB0112,4,1.9,0.284,NORMAL
REQ01544,AMB0075,2,0.63,AMB0074,2,0.6,0.16,MODERATE
REQ01545,AMB0097,2,0.15,AMB0097,1,0.2,0.101,MODERATE
REQ01546,AMB0119,7,1.87,AMB0117,6,1.7,0.232,NORMAL
REQ01547,AMB0057,4,1.14,AMB0058,4,1.1,0.21,NORMAL
REQ01548,AMB0052,3,0.67,AMB0054,2,0.6,0.202,NORMAL
REQ01549,AMB0125,4,1.88,AMB0125,4,1.9,0.263,NORMAL
REQ01550,AMB0118,6,1.68,AMB0118,6,1.7,0.224,NORMAL
REQ01551,AMB0074,3,1.5,AMB0074,3,1.5,0.295,NORMAL
REQ01552,AMB0093,5,1.48,AMB0093,5,1.5,0.208,NORMAL
REQ01553,AMB0074,2,1.04,AMB0074,2,1,0.241,MODERATE
REQ01554,AMB0075,20,8.23,AMB0089,12,4.4,0.353,NORMAL
REQ01555,AMB0072,8,2.62,AMB0070,8,2.8,0.596,NORMAL
REQ01556,AMB0057,4,0.94,AMB0056,3,0.8,0.2,NORMAL
REQ01557,AMB0033,6,1.67,AMB0033,6,1.7,0.249,MODERATE
REQ01558,AMB0061,8,2.65,AMB0065,5,1.8,0.456,NORMAL
REQ01559,AMB0095,21,8.14,AMB0097,6,2.2,0.401,MODERATE
REQ01560,AMB0059,2,0.28,AMB0059,1,0.3,0.161,NORMAL
REQ01561,AMB0125,10,4.09,AMB0123,9,3.8,0.568,HEAVY
REQ01562,AMB0034,6,1.94,AMB0036,6,1.9,0.373,NORMAL
REQ01563,AMB0026,8,2.28,AMB0026,8,2.3,0.663,NORMAL
REQ01564,AMB0112,5,1.44,AMB0112,5,1.4,0.191,HEAVY
REQ01565,AMB0044,2,0.69,AMB0044,2,0.7,0.174,NORMAL
REQ01566,AMB0030,7,2.2,AMB0066,7,2.7,0.706,NORMAL
REQ01567,AMB0118,12,3.43,AMB0118,9,3.5,0.554,NORMAL
REQ01568,AMB0048,7,2.23,AMB0048,7,2.2,0.555,NORMAL
REQ01569,AMB0088,43,20.37,AMB0079,33,17.7,0.434,MODERATE
REQ01570,AMB0126,3,0.91,AMB0128,3,0.9,0.2,NORMAL
REQ01571,AMB0124,8,2.95,AMB0120,3,1.4,0.192,MODERATE
REQ01572,AMB0024,9,2.92,AMB0023,8,2.6,0.595,MODERATE
REQ01573,AMB0089,6,1.93,AMB0089,6,1.9,0.154,NORMAL
REQ01574,AMB0042,8,2.64,AMB0042,8,2.6,0.763,NORMAL
REQ01575,AMB0036,10,3.89,AMB0021,9,3.7,0.736,MODERATE
REQ01576,AMB0012,5,1.55,AMB0012,5,1.6,0.252,HEAVY
REQ01577,AMB0024,4,1.43,AMB0023,3,1.2,0.281,MODERATE
REQ01578,AMB0097,4,0.99,AMB0097,4,1,0.195,NORMAL
REQ01579,AMB0098,14,5.71,AMB0103,6,2.2,0.469,NORMAL
REQ01580,AMB0034,9,2.72,AMB0057,7,2.2,0.448,NORMAL
REQ01581,AMB0017,14,3.98,AMB0019,13,3.8,0.597,NORMAL
REQ01582,AMB0064,4,1.66,AMB0065,4,1.6,0.374,NORMAL
REQ01583,AMB0020,17,6.91,AMB0009,8,3.7,0.467,NORMAL
REQ01584,AMB0074,3,1.49,AMB0074,3,1.5,0.296,NORMAL
REQ01585,AMB0118,11,3.3,AMB0118,11,3.3,0.49,HEAVY
REQ01586,AMB0074,3,1.54,AMB0074,3,1.5,0.301,NORMAL
REQ01587,AMB0025,4,1.18,AMB0023,4,1.1,0.265,MODERATE
REQ01588,AMB0037,4,1.53,AMB0037,4,1.5,0.269,HEAVY
REQ01589,AMB0112,3,1.02,AMB0112,3,1,0.166,MODERATE
REQ01590,AMB0103,10,2.84,AMB0102,9,2.7,0.563,MODERATE
REQ01591,AMB0077,27,15.73,AMB0079,26,15.2,0.391,HEAVY
REQ01592,AMB0092,5,1.7,AMB0092,5,1.7,0.21,NORMAL
REQ01593,AMB0029,2,0.87,AMB0027,2,0.9,0.213,MODERATE
REQ01594,AMB0012,4,1.54,AMB0012,4,1.5,0.237,NORMAL
REQ01595,AMB0047,6,1.59,AMB0046,5,1.4,0.166,MODERATE
REQ01596,AMB0092,6,2.03,AMB0092,6,2,0.387,NORMAL
REQ01597,AMB0123,2,0.65,AMB0123,2,0.7,0.105,NORMAL
REQ01598,AMB0003,5,1.45,AMB0003,5,1.5,0.26,MODERATE
REQ01599,AMB0060,8,2.35,AMB0069,5,1.5,0.374,MODERATE
REQ01600,AMB0037,4,1.63,AMB0037,4,1.6,0.271,HEAVY
REQ01601,AMB0079,22,12.93,AMB0083,10,6.2,0.357,NORMAL
REQ01602,AMB0098,8,2.66,AMB0099,7,2.5,0.501,NORMAL
REQ01603,AMB0130,9,2.59,AMB0131,8,2.3,0.351,NORMAL
REQ01604,AMB0121,11,2.79,AMB0120,10,2.6,0.283,MODERATE
REQ01605,AMB0127,9,2.37,AMB0127,9,2.4,0.466,MODERATE
REQ01606,AMB0039,3,0.82,AMB0039,3,0.8,0.228,NORMAL
REQ01607,AMB0103,11,3.26,AMB0103,11,3.3,0.562,NORMAL
REQ01608,AMB0123,11,4.47,AMB0120,10,3.3,0.563,NORMAL
REQ01609,AMB0116,5,1.21,AMB0117,4,1.2,0.196,NORMAL
REQ01610,AMB0130,11,2.97,AMB0131,9,2.7,0.371,NORMAL
REQ01611,AMB0083,3,0.81,AMB0083,3,0.8,0.143,NORMAL
REQ01612,AMB0048,2,0.56,AMB0049,2,0.7,0.233,NORMAL
REQ01613,AMB0115,10,2.82,AMB0113,10,2.9,0.358,NORMAL
REQ01614,AMB0037,3,1.19,AMB0037,3,1.2,0.234,NORMAL
REQ01615,AMB0018,2,0.56,AMB0018,2,0.6,0.198,NORMAL
REQ01616,AMB0103,3,0.92,AMB0103,3,0.9,0.239,NORMAL
REQ01617,AMB0072,5,1.52,AMB0072,5,1.5,0.304,MODERATE
REQ01618,AMB0128,9,2.52,AMB0128,9,2.5,0.374,NORMAL
REQ01619,AMB0046,31,18.14,AMB0041,12,8.2,0.349,MODERATE
REQ01620,AMB0088,36,18.92,AMB0079,27,16.3,0.627,NORMAL
REQ01621,AMB0081,3,0.98,AMB0081,3,1,0.194,HEAVY
REQ01622,AMB0011,6,2.26,AMB0011,6,2.3,0.397,NORMAL
REQ01623,AMB0010,14,5.47,AMB0011,9,3.3,0.494,MODERATE
REQ01624,AMB0016,7,3.08,AMB0014,6,2.7,0.429,NORMAL
REQ01625,AMB0106,3,1.35,AMB0108,3,1.3,0.27,MODERATE
REQ01626,AMB0118,2,0.86,AMB0118,2,0.9,0.15,MODERATE
REQ01627,AMB0130,11,3,AMB0131,10,2.7,0.383,NORMAL
REQ01628,AMB0125,7,3.18,AMB0123,6,2.9,0.511,MODERATE
REQ01629,AMB0055,5,1.96,AMB0053,5,1.9,0.43,MODERATE
REQ01630,AMB0074,11,5.09,AMB0088,5,2.3,0.267,HEAVY
REQ01631,AMB0089,3,0.72,AMB0089,3,0.7,0.2,NORMAL
REQ01632,AMB0057,12,3.94,AMB0033,6,1.7,0.26,MODERATE
REQ01633,AMB0078,10,2.62,AMB0080,9,2.7,0.355,NORMAL
REQ01634,AMB0104,8,3.27,AMB0104,8,3.3,0.535,MODERATE
REQ01635,AMB0034,11,3.59,AMB0055,9,3,0.506,NORMAL
REQ01636,AMB0074,3,1.37,AMB0074,3,1.4,0.286,NORMAL
REQ01637,AMB0076,2,0.36,AMB0076,1,0.4,0.137,NORMAL
REQ01638,AMB0023,3,1.06,AMB0023,3,1.1,0.226,NORMAL
REQ01639,AMB0066,4,1.18,AMB0065,4,1.1,0.257,NORMAL
REQ01640,AMB0076,8,2.43,AMB0074,7,2.3,0.431,NORMAL
REQ01641,AMB0038,7,2.43,AMB0037,6,2,0.44,MODERATE
REQ01642,AMB0026,8,2.18,AMB0027,9,2.4,0.448,NORMAL
REQ01643,AMB0059,5,1.38,AMB0056,4,1.3,0.381,MODERATE
REQ01644,AMB0026,6,1.63,AMB0026,6,1.6,0.476,NORMAL
REQ01645,AMB0037,4,1.41,AMB0037,4,1.4,0.254,HEAVY
REQ01646,AMB0012,6,1.71,AMB0011,6,1.8,0.273,MODERATE
REQ01647,AMB0022,4,1.28,AMB0020,3,0.9,0.127,MODERATE
REQ01648,AMB0129,3,0.79,AMB0131,2,0.6,0.176,NORMAL
REQ01649,AMB0052,2,0.61,AMB0054,2,0.5,0.18,NORMAL
REQ01650,AMB0001,11,3.63,AMB0001,11,3.6,0.452,NORMAL
REQ01651,AMB0039,5,1.42,AMB0039,5,1.4,0.316,HEAVY
REQ01652,AMB0078,11,3.89,AMB0079,11,3.8,0.428,MODERATE
REQ01653,AMB0128,3,1.02,AMB0128,3,1,0.179,NORMAL
REQ01654,AMB0065,3,1,AMB0065,3,1,0.25,NORMAL
REQ01655,AMB0010,13,5.71,AMB0011,7,2.8,0.416,NORMAL
REQ01656,AMB0031,2,0.5,AMB0031,2,0.5,0.169,MODERATE
REQ01657,AMB0037,11,3.98,AMB0021,7,2.8,0.586,NORMAL
REQ01658,AMB0059,3,0.77,AMB0059,2,0.8,0.299,NORMAL
REQ01659,AMB0024,4,1.31,AMB0023,3,1,0.257,MODERATE
REQ01660,AMB0050,5,1.29,AMB0050,4,1.3,0.287,HEAVY
REQ01661,AMB0043,6,2.52,AMB0043,6,2.5,0.376,NORMAL
REQ01662,AMB0039,8,2.33,AMB0055,6,2.1,0.48,NORMAL
REQ01663,AMB0100,3,1.13,AMB0100,3,1.1,0.176,NORMAL
REQ01664,AMB0104,5,2.1,AMB0104,5,2.1,0.443,NORMAL
REQ01665,AMB0103,4,1.33,AMB0103,4,1.3,0.279,MODERATE
REQ01666,AMB0003,4,1.57,AMB0003,4,1.6,0.283,NORMAL
REQ01667,AMB0025,8,2.22,AMB0023,7,2.2,0.443,NORMAL
REQ01668,AMB0087,7,2.28,AMB0084,7,2.4,0.374,NORMAL
REQ01669,AMB0001,8,2.37,AMB0001,8,2.4,0.398,MODERATE
REQ01670,AMB0090,6,1.56,AMB0088,6,1.5,0.152,MODERATE
REQ01671,AMB0125,5,1.74,AMB0125,5,1.7,0.172,NORMAL
REQ01672,AMB0016,16,4.63,AMB0013,4,1.5,0.26,HEAVY
REQ01673,AMB0019,6,1.96,AMB0019,6,2,0.534,MODERATE
REQ01674,AMB0049,2,0.22,AMB0049,1,0.2,0.141,NORMAL
REQ01675,AMB0102,4,1.74,AMB0102,4,1.7,0.339,NORMAL
REQ01676,AMB0051,4,1.27,AMB0049,4,1.2,0.3,NORMAL
REQ01677,AMB0087,10,3.14,AMB0084,10,3.2,0.427,MODERATE
REQ01678,AMB0072,8,2.01,AMB0070,7,1.9,0.2,NORMAL
REQ01679,AMB0009,5,2.31,AMB0009,5,2.3,0.417,NORMAL
REQ01680,AMB0015,5,2.55,AMB0014,5,2.3,0.407,NORMAL
REQ01681,AMB0123,2,0.83,AMB0123,2,0.8,0.149,NORMAL
REQ01682,AMB0017,12,3.26,AMB0018,11,3.1,0.529,NORMAL
REQ01683,AMB0017,11,3.19,AMB0018,11,3.1,0.553,NORMAL
REQ01684,AMB0045,7,2.3,AMB0044,6,2,0.391,NORMAL
REQ01685,AMB0106,3,0.88,AMB0108,2,0.8,0.216,MODERATE
REQ01686,AMB0059,5,1.36,AMB0056,4,1.3,0.376,NORMAL
REQ01687,AMB0061,8,2.49,AMB0069,5,1.8,0.509,HEAVY
REQ01688,AMB0106,10,3.07,AMB0127,5,1.5,0.239,MODERATE
REQ01689,AMB0056,4,1.14,AMB0056,4,1.1,0.306,MODERATE
REQ01690,AMB0039,9,2.88,AMB0036,7,2.8,0.596,NORMAL
REQ01691,AMB0026,5,1.49,AMB0026,5,1.5,0.411,NORMAL
REQ01692,AMB0072,5,1.65,AMB0072,5,1.7,0.36,NORMAL
REQ01693,AMB0016,2,0.06,AMB0016,1,0.1,0.075,HEAVY
REQ01694,AMB0057,19,6.82,AMB0055,8,2.5,0.47,NORMAL
REQ01695,AMB0055,5,1.77,AMB0053,4,1.7,0.407,NORMAL
REQ01696,AMB0057,15,4.75,AMB0033,9,2.5,0.446,NORMAL
REQ01697,AMB0057,7,2.04,AMB0057,7,2,0.437,NORMAL
REQ01698,AMB0122,3,1.07,AMB0120,2,0.8,0.116,NORMAL
REQ01699,AMB0081,42,20.5,AMB0083,6,1.7,0.104,HEAVY
REQ01700,AMB0098,7,2.19,AMB0099,6,2,0.335,MODERATE
REQ01701,AMB0104,5,1.83,AMB0104,4,1.8,0.32,NORMAL
REQ01702,AMB0098,5,1.87,AMB0098,5,1.9,0.292,HEAVY
REQ01703,AMB0115,7,2.51,AMB0113,8,3,0.357,NORMAL
REQ01704,AMB0103,7,1.96,AMB0103,7,2,0.329,NORMAL
REQ01705,AMB0072,4,1.2,AMB0070,4,1.1,0.235,HEAVY
REQ01706,AMB0029,18,5.61,AMB0019,11,3.2,0.563,MODERATE
REQ01707,AMB0111,9,2.59,AMB0112,9,2.8,0.362,NORMAL
REQ01708,AMB0089,13,5.96,AMB0088,5,2,0.457,NORMAL
REQ01709,AMB0123,14,5.17,AMB0120,12,3.9,0.587,MODERATE
REQ01710,AMB0032,5,1.22,AMB0032,5,1.2,0.266,NORMAL
REQ01711,AMB0033,5,1.45,AMB0033,5,1.5,0.236,NORMAL
REQ01712,AMB0019,6,1.83,AMB0018,6,1.8,0.581,NORMAL
REQ01713,AMB0113,6,2.51,AMB0113,6,2.5,0.43,MODERATE
REQ01714,AMB0123,2,0.35,AMB0123,1,0.4,0.082,HEAVY
REQ01715,AMB0009,5,2.12,AMB0009,5,2.1,0.442,NORMAL
REQ01716,AMB0041,6,2.21,AMB0041,6,2.2,0.488,NORMAL
REQ01717,AMB0127,5,1.43,AMB0128,4,1.3,0.233,NORMAL
REQ01718,AMB0034,11,3.61,AMB0055,9,3,0.506,NORMAL
REQ01719,AMB0057,20,6.94,AMB0055,8,2.6,0.471,MODERATE
REQ01720,AMB0073,6,2.06,AMB0072,6,1.8,0.385,NORMAL
REQ01721,AMB0036,10,4.08,AMB0021,7,2.7,0.576,MODERATE
REQ01722,AMB0001,8,3.26,AMB0001,8,3.3,0.411,NORMAL
REQ01723,AMB0093,5,2.19,AMB0097,3,1.5,0.214,NORMAL
REQ01724,AMB0011,7,2.61,AMB0011,7,2.6,0.415,NORMAL
REQ01725,AMB0063,6,1.89,AMB0065,6,1.8,0.342,MODERATE
REQ01726,AMB0019,4,1.13,AMB0019,4,1.1,0.314,HEAVY
REQ01727,AMB0042,7,2.27,AMB0042,7,2.3,0.345,MODERATE
REQ01728,AMB0001,11,4.07,AMB0001,11,4.1,0.46,NORMAL
REQ01729,AMB0100,8,2.82,AMB0099,8,2.6,0.509,HEAVY
REQ01730,AMB0076,5,1.39,AMB0054,3,0.9,0.254,NORMAL
REQ01731,AMB0097,4,1.22,AMB0097,4,1.2,0.211,NORMAL
REQ01732,AMB0118,9,2.82,AMB0118,9,2.8,0.458,NORMAL
REQ01733,AMB0038,5,1.83,AMB0037,3,1.4,0.303,MODERATE
REQ01734,AMB0109,4,2.21,AMB0109,4,2.2,0.354,MODERATE
REQ01735,AMB0102,6,1.95,AMB0104,6,2,0.307,NORMAL
REQ01736,AMB0074,5,2,AMB0074,5,2,0.284,MODERATE
REQ01737,AMB0054,5,1.55,AMB0076,4,1.1,0.315,NORMAL
REQ01738,AMB0030,5,1.56,AMB0030,5,1.6,0.545,NORMAL
REQ01739,AMB0061,9,3.03,AMB0065,5,1.9,0.44,NORMAL
REQ01740,AMB0101,14,6.4,AMB0084,8,3.3,0.588,MODERATE
REQ01741,AMB0112,10,2.86,AMB0109,10,3.2,0.396,NORMAL
REQ01742,AMB0086,4,1.47,AMB0086,4,1.5,0.266,MODERATE
REQ01743,AMB0094,10,3.58,AMB0091,9,3.2,0.453,NORMAL
REQ01744,AMB0059,3,0.8,AMB0059,3,0.8,0.307,NORMAL
REQ01745,AMB0025,4,1.22,AMB0023,4,1.2,0.274,NORMAL
REQ01746,AMB0094,8,3.1,AMB0092,6,2.3,0.606,MODERATE
REQ01747,AMB0083,38,20.08,AMB0046,13,5.9,0.359,HEAVY
