emergency_id,emergency_type,selected_hospital_id,selected_hospital_name,candidate_count,selected_distance_km,selected_eta_min,icu_available,general_available
REQ00339,Cardiac,H002,"Government Stanley Medical College Hospital",18,1.6,3,7,39
REQ00340,Trauma,H022,"Government Hospital Tambaram",22,2,4,6,22
REQ00341,Accident,H006,"Institute of Child Health and Hospital for Children",22,1.2,2,20,12
REQ00342,Accident,H009,"MIOT International",22,5.3,10,8,26
REQ00343,Cardiac,H013,"SIMS Hospital",18,0.9,2,5,3
REQ00344,Stroke,H012,"Sundaram Medical Foundation",18,7.6,14,4,33
REQ00345,Breathing,H022,"Government Hospital Tambaram",30,2.2,4,6,22
REQ00346,Unconscious,H018,"Chettinad Hospital and Research Institute",30,2.6,5,4,14
REQ00347,Cardiac,H012,"Sundaram Medical Foundation",18,0.6,2,4,33
REQ00348,Stroke,H016,"Apollo Speciality Hospital OMR",18,3.4,6,19,2
REQ00349,Unconscious,H013,"SIMS Hospital",30,2.2,4,5,3
REQ00350,Breathing,H011,"Madras Medical Mission",30,1.2,2,5,4
REQ00351,Trauma,H018,"Chettinad Hospital and Research Institute",22,1.1,2,4,14
REQ00352,Unconscious,H027,"MGM Healthcare",30,0.9,2,5,16
REQ00353,Stroke,H011,"Madras Medical Mission",18,0.6,2,5,4
REQ00354,General Medical,H008,"Fortis Malar Hospital",30,1.1,2,4,34
REQ00355,Trauma,H025,"Apollo Hospitals Tondiarpet",22,4.6,9,9,9
REQ00356,Cardiac,H016,"Apollo Speciality Hospital OMR",18,2.2,4,19,2
REQ00357,Trauma,H001,"Rajiv Gandhi Government General Hospital",22,1.4,3,6,32
REQ00358,Trauma,H006,"Institute of Child Health and Hospital for Children",22,2,4,20,12
REQ00359,Accident,H021,"Hindu Mission Hospital",22,0.8,2,16,6
REQ00360,Cardiac,H016,"Apollo Speciality Hospital OMR",18,2.3,4,19,2
REQ00361,Accident,H006,"Institute of Child Health and Hospital for Children",22,0.3,2,20,12
REQ00362,Accident,H025,"Apollo Hospitals Tondiarpet",22,1.7,3,9,9
REQ00363,Accident,H001,"Rajiv Gandhi Government General Hospital",22,1.2,2,6,32
REQ00364,Accident,H020,"Prashanth Super Speciality Hospital",22,3.5,7,2,14
REQ00365,Trauma,H009,"MIOT International",22,2.8,5,8,26
REQ00366,Breathing,H016,"Apollo Speciality Hospital OMR",30,0.8,2,19,2
REQ00367,Breathing,H016,"Apollo Speciality Hospital OMR",30,2.4,4,19,2
REQ00368,Accident,H008,"Fortis Malar Hospital",22,1.8,3,4,34
REQ00369,Breathing,H030,"Government Hospital of Thoracic Medicine",30,1.4,3,8,23
REQ00370,General Medical,H013,"SIMS Hospital",30,1.1,2,5,3
REQ00371,General Medical,H011,"Madras Medical Mission",30,1.2,2,5,4
REQ00372,Breathing,H007,"Apollo Hospitals Greams Road",30,2.2,4,4,24
REQ00373,Other,H011,"Madras Medical Mission",30,0.7,2,5,4
REQ00374,Burn,H001,"Rajiv Gandhi Government General Hospital",30,1.5,3,6,32
REQ00375,General Medical,H019,"Dr. Kamakshi Memorial Hospital",30,1.8,3,18,34
REQ00376,Trauma,H007,"Apollo Hospitals Greams Road",22,1.3,2,4,24
REQ00377,Cardiac,H013,"SIMS Hospital",18,1,2,5,3
REQ00378,Breathing,H013,"SIMS Hospital",30,2.4,5,5,3
REQ00379,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,0.8,2,6,32
REQ00380,Stroke,H009,"MIOT International",18,1.1,2,8,26
REQ00381,Unconscious,H007,"Apollo Hospitals Greams Road",30,1.1,2,4,24
REQ00382,Accident,H006,"Institute of Child Health and Hospital for Children",22,1.7,3,20,12
REQ00383,Breathing,H013,"SIMS Hospital",30,0.8,2,5,3
REQ00384,Accident,H023,"ESIC Medical College and Hospital",22,3.3,6,5,32
REQ00385,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,8,15,8,11
REQ00386,Unconscious,H016,"Apollo Speciality Hospital OMR",30,2.9,6,19,2
REQ00387,Breathing,H022,"Government Hospital Tambaram",30,1.2,2,6,22
REQ00388,General Medical,H004,"Government Royapettah Hospital",30,1,2,13,11
REQ00389,Accident,H027,"MGM Healthcare",22,1.3,2,5,16
REQ00390,Accident,H006,"Institute of Child Health and Hospital for Children",22,1.1,2,20,12
REQ00391,General Medical,H025,"Apollo Hospitals Tondiarpet",30,13.1,25,9,9
REQ00392,Unconscious,H002,"Government Stanley Medical College Hospital",30,1.1,2,7,39
REQ00393,Accident,H030,"Government Hospital of Thoracic Medicine",22,0.5,2,8,23
REQ00394,General Medical,H018,"Chettinad Hospital and Research Institute",30,1.4,3,4,14
REQ00395,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,0.7,2,18,34
REQ00396,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,1.5,3,18,34
REQ00397,Breathing,H020,"Prashanth Super Speciality Hospital",30,2.1,4,2,14
REQ00398,Breathing,H030,"Government Hospital of Thoracic Medicine",30,1,2,8,23
REQ00399,General Medical,H016,"Apollo Speciality Hospital OMR",30,1.5,3,19,2
REQ00400,Accident,H025,"Apollo Hospitals Tondiarpet",22,2.2,4,9,9
REQ00401,Breathing,H001,"Rajiv Gandhi Government General Hospital",30,0.5,2,6,32
REQ00402,Trauma,H001,"Rajiv Gandhi Government General Hospital",22,1.3,2,6,32
REQ00403,Trauma,H028,"Kauvery Hospital Alwarpet",22,1.1,2,1,34
REQ00404,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,0.7,2,18,34
REQ00405,Unconscious,H004,"Government Royapettah Hospital",30,0.4,2,13,11
REQ00406,Accident,H021,"Hindu Mission Hospital",22,1.9,4,16,6
REQ00407,Accident,H021,"Hindu Mission Hospital",22,3,6,16,6
REQ00408,Stroke,H021,"Hindu Mission Hospital",18,2.2,4,16,6
REQ00409,General Medical,H019,"Dr. Kamakshi Memorial Hospital",30,2.9,5,18,34
REQ00410,Breathing,H025,"Apollo Hospitals Tondiarpet",30,9.4,18,9,9
REQ00411,Cardiac,H013,"SIMS Hospital",18,0.4,2,5,3
REQ00412,Breathing,H013,"SIMS Hospital",30,1.7,3,5,3
REQ00413,Accident,H014,"Vijaya Hospital",22,0.7,2,10,12
REQ00414,General Medical,H010,"Sri Ramachandra Medical Centre",30,1.2,2,1,10
REQ00415,Unconscious,H012,"Sundaram Medical Foundation",30,1.1,2,4,33
REQ00416,Trauma,H006,"Institute of Child Health and Hospital for Children",22,1.2,2,20,12
REQ00417,Breathing,H030,"Government Hospital of Thoracic Medicine",30,2.3,4,8,23
REQ00418,Unconscious,H023,"ESIC Medical College and Hospital",30,0.8,2,5,32
REQ00419,Accident,H001,"Rajiv Gandhi Government General Hospital",22,2.7,5,6,32
REQ00420,Unconscious,H023,"ESIC Medical College and Hospital",30,2,4,5,32
REQ00421,Breathing,H016,"Apollo Speciality Hospital OMR",30,1.5,3,19,2
REQ00422,Burn,H006,"Institute of Child Health and Hospital for Children",30,1.4,3,20,12
REQ00423,Stroke,H021,"Hindu Mission Hospital",18,1.1,2,16,6
REQ00424,Accident,H028,"Kauvery Hospital Alwarpet",22,1.3,2,1,34
REQ00425,Accident,H025,"Apollo Hospitals Tondiarpet",22,0.6,2,9,9
REQ00426,Accident,H001,"Rajiv Gandhi Government General Hospital",22,2,4,6,32
REQ00427,General Medical,H007,"Apollo Hospitals Greams Road",30,2.5,5,4,24
REQ00428,Accident,H027,"MGM Healthcare",22,1.8,3,5,16
REQ00429,Cardiac,H011,"Madras Medical Mission",18,6.5,12,5,4
REQ00430,Breathing,H002,"Government Stanley Medical College Hospital",30,1.2,2,7,39
REQ00431,Breathing,H007,"Apollo Hospitals Greams Road",30,2.6,5,4,24
REQ00432,Stroke,H011,"Madras Medical Mission",18,8.5,16,5,4
REQ00433,Cardiac,H016,"Apollo Speciality Hospital OMR",18,1.2,2,19,2
REQ00434,Cardiac,H024,"Billroth Hospitals",18,1.1,2,4,32
REQ00435,Burn,H025,"Apollo Hospitals Tondiarpet",30,1.1,2,9,9
REQ00436,Breathing,H002,"Government Stanley Medical College Hospital",30,2.1,4,7,39
REQ00437,Accident,H009,"MIOT International",22,10.3,19,8,26
REQ00438,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,4.3,8,18,34
REQ00439,Cardiac,H007,"Apollo Hospitals Greams Road",18,1,2,4,24
REQ00440,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,0.7,2,18,34
REQ00441,Breathing,H025,"Apollo Hospitals Tondiarpet",30,0.9,2,9,9
REQ00442,Burn,H008,"Fortis Malar Hospital",30,0.6,2,4,34
REQ00443,Trauma,H025,"Apollo Hospitals Tondiarpet",22,10.2,19,9,9
REQ00444,Other,H025,"Apollo Hospitals Tondiarpet",30,1.5,3,9,9
REQ00445,Unconscious,H004,"Government Royapettah Hospital",30,1.2,2,13,11
REQ00446,Trauma,H009,"MIOT International",22,3.2,6,8,26
REQ00447,Breathing,H017,"Gleneagles HealthCity Chennai",30,1.6,3,25,26
REQ00448,Breathing,H023,"ESIC Medical College and Hospital",30,0.8,2,5,32
REQ00449,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,5,9,18,34
REQ00450,Breathing,H001,"Rajiv Gandhi Government General Hospital",30,1.8,3,6,32
REQ00451,Stroke,H012,"Sundaram Medical Foundation",18,2.8,5,4,33
REQ00452,Cardiac,H007,"Apollo Hospitals Greams Road",18,1.1,2,4,24
REQ00453,Breathing,H026,"CSI Rainy Multispeciality Hospital",30,0.9,2,8,11
REQ00454,Accident,H025,"Apollo Hospitals Tondiarpet",22,8.2,15,9,9
REQ00455,Trauma,H020,"Prashanth Super Speciality Hospital",22,1.9,3,2,14
REQ00456,Trauma,H011,"Madras Medical Mission",22,4.6,9,5,4
REQ00457,Breathing,H016,"Apollo Speciality Hospital OMR",30,3.3,6,19,2
REQ00458,Unconscious,H006,"Institute of Child Health and Hospital for Children",30,0.7,2,20,12
REQ00459,Trauma,H011,"Madras Medical Mission",22,7.4,14,5,4
REQ00460,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,0.8,2,9,9
REQ00461,Cardiac,H013,"SIMS Hospital",18,0.8,2,5,3
REQ00462,Cardiac,H007,"Apollo Hospitals Greams Road",18,1.6,3,4,24
REQ00463,General Medical,H024,"Billroth Hospitals",30,2,4,4,32
REQ00464,Cardiac,H009,"MIOT International",18,2.9,5,8,26
REQ00465,Other,H008,"Fortis Malar Hospital",30,1.7,3,4,34
REQ00466,General Medical,H013,"SIMS Hospital",30,2.2,4,5,3
REQ00467,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,8.8,17,8,11
REQ00468,Trauma,H011,"Madras Medical Mission",22,3.3,6,5,4
REQ00469,General Medical,H009,"MIOT International",30,2.2,4,8,26
REQ00470,Stroke,H024,"Billroth Hospitals",18,0.1,2,4,32
REQ00471,Accident,H007,"Apollo Hospitals Greams Road",22,0.9,2,4,24
REQ00472,Cardiac,H021,"Hindu Mission Hospital",18,18.9,35,16,6
REQ00473,Unconscious,H009,"MIOT International",30,2.9,5,8,26
REQ00474,Accident,H030,"Government Hospital of Thoracic Medicine",22,3.9,7,8,23
REQ00475,Cardiac,H006,"Institute of Child Health and Hospital for Children",18,0.4,2,20,12
REQ00476,Cardiac,H013,"SIMS Hospital",18,1.4,3,5,3
REQ00477,Breathing,H002,"Government Stanley Medical College Hospital",30,1.4,3,7,39
REQ00478,Trauma,H006,"Institute of Child Health and Hospital for Children",22,0.8,2,20,12
REQ00479,Trauma,H005,"Government Omandurar Medical College Hospital",22,1.2,2,19,5
REQ00480,Cardiac,H002,"Government Stanley Medical College Hospital",18,2.2,4,7,39
REQ00481,General Medical,H023,"ESIC Medical College and Hospital",30,2.1,4,5,32
REQ00482,General Medical,H006,"Institute of Child Health and Hospital for Children",30,1.2,2,20,12
REQ00483,Trauma,H015,"Kauvery Hospital",22,1.2,2,19,7
REQ00484,Stroke,H013,"SIMS Hospital",18,2.3,4,5,3
REQ00485,Accident,H009,"MIOT International",22,0.8,2,8,26
REQ00486,Trauma,H027,"MGM Healthcare",22,0.8,2,5,16
REQ00487,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,3.6,7,18,34
REQ00488,Cardiac,H011,"Madras Medical Mission",18,6.7,13,5,4
REQ00489,Accident,H008,"Fortis Malar Hospital",22,1.7,3,4,34
REQ00490,Stroke,H007,"Apollo Hospitals Greams Road",18,2.4,5,4,24
REQ00491,Stroke,H029,"Adyar Cancer Institute",18,1.9,4,2,46
REQ00492,Trauma,H014,"Vijaya Hospital",22,1.2,2,10,12
REQ00493,Breathing,H027,"MGM Healthcare",30,0.9,2,5,16
REQ00494,Unconscious,H018,"Chettinad Hospital and Research Institute",30,1.7,3,4,14
REQ00495,Breathing,H012,"Sundaram Medical Foundation",30,0.9,2,4,33
REQ00496,Accident,H011,"Madras Medical Mission",22,1.1,2,5,4
REQ00497,Cardiac,H009,"MIOT International",18,1.2,2,8,26
REQ00498,Trauma,H027,"MGM Healthcare",22,1.6,3,5,16
REQ00499,Unconscious,H009,"MIOT International",30,0.2,2,8,26
REQ00500,Accident,H009,"MIOT International",22,2.2,4,8,26
REQ00501,Accident,H014,"Vijaya Hospital",22,1.1,2,10,12
REQ00502,Cardiac,H011,"Madras Medical Mission",18,3.7,7,5,4
REQ00503,Unconscious,H012,"Sundaram Medical Foundation",30,0.8,2,4,33
REQ00504,Other,H017,"Gleneagles HealthCity Chennai",30,2,4,25,26
REQ00505,Accident,H028,"Kauvery Hospital Alwarpet",22,1.1,2,1,34
REQ00506,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,1.9,4,18,34
REQ00507,Accident,H003,"Government Kilpauk Medical College Hospital",22,1.6,3,1,9
REQ00508,Other,H020,"Prashanth Super Speciality Hospital",30,1.5,3,2,14
REQ00509,Breathing,H025,"Apollo Hospitals Tondiarpet",30,5,9,9,9
REQ00510,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,2.4,4,18,34
REQ00511,Stroke,H029,"Adyar Cancer Institute",18,0.9,2,2,46
REQ00512,Breathing,H012,"Sundaram Medical Foundation",30,2.2,4,4,33
REQ00513,Other,H010,"Sri Ramachandra Medical Centre",30,1.7,3,1,10
REQ00514,Unconscious,H023,"ESIC Medical College and Hospital",30,2.8,5,5,32
REQ00515,General Medical,H012,"Sundaram Medical Foundation",30,1.8,3,4,33
REQ00516,Burn,H011,"Madras Medical Mission",30,7.9,15,5,4
REQ00517,Cardiac,H002,"Government Stanley Medical College Hospital",18,2.6,5,7,39
REQ00518,General Medical,H020,"Prashanth Super Speciality Hospital",30,1.6,3,2,14
REQ00519,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,3.2,6,18,34
REQ00520,Cardiac,H016,"Apollo Speciality Hospital OMR",18,1.2,2,19,2
REQ00521,Breathing,H021,"Hindu Mission Hospital",30,2.1,4,16,6
REQ00522,Accident,H027,"MGM Healthcare",22,2.1,4,5,16
REQ00523,Accident,H014,"Vijaya Hospital",22,1.5,3,10,12
REQ00524,Breathing,H021,"Hindu Mission Hospital",30,2.3,4,16,6
REQ00525,Trauma,H014,"Vijaya Hospital",22,1.9,3,10,12
REQ00526,Cardiac,H009,"MIOT International",18,6.2,12,8,26
REQ00527,Stroke,H006,"Institute of Child Health and Hospital for Children",18,0.8,2,20,12
REQ00528,Cardiac,H007,"Apollo Hospitals Greams Road",18,2.1,4,4,24
REQ00529,Accident,H027,"MGM Healthcare",22,1.1,2,5,16
REQ00530,Breathing,H025,"Apollo Hospitals Tondiarpet",30,2.1,4,9,9
REQ00531,Breathing,H002,"Government Stanley Medical College Hospital",30,0.9,2,7,39
REQ00532,General Medical,H019,"Dr. Kamakshi Memorial Hospital",30,2.9,5,18,34
REQ00533,Breathing,H007,"Apollo Hospitals Greams Road",30,1.2,2,4,24
REQ00534,Stroke,H006,"Institute of Child Health and Hospital for Children",18,1.9,3,20,12
REQ00535,Stroke,H007,"Apollo Hospitals Greams Road",18,1.2,2,4,24
REQ00536,Cardiac,H016,"Apollo Speciality Hospital OMR",18,0.9,2,19,2
REQ00537,Other,H022,"Government Hospital Tambaram",30,2.8,5,6,22
REQ00538,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,3.1,6,8,11
REQ00539,Accident,H005,"Government Omandurar Medical College Hospital",22,1.9,4,19,5
REQ00540,Trauma,H027,"MGM Healthcare",22,1.2,2,5,16
REQ00541,Accident,H015,"Kauvery Hospital",22,1.2,2,19,7
REQ00542,General Medical,H011,"Madras Medical Mission",30,1.6,3,5,4
REQ00543,Trauma,H029,"Adyar Cancer Institute",22,2.2,4,2,46
REQ00544,General Medical,H016,"Apollo Speciality Hospital OMR",30,1,2,19,2
REQ00545,Breathing,H027,"MGM Healthcare",30,1.7,3,5,16
REQ00546,Other,H004,"Government Royapettah Hospital",30,1.3,2,13,11
REQ00547,Accident,H025,"Apollo Hospitals Tondiarpet",22,11.1,21,9,9
REQ00548,Breathing,H009,"MIOT International",30,2,4,8,26
REQ00549,Burn,H013,"SIMS Hospital",30,2.2,4,5,3
REQ00550,Accident,H009,"MIOT International",22,8.7,16,8,26
REQ00551,Breathing,H012,"Sundaram Medical Foundation",30,1,2,4,33
REQ00552,Accident,H009,"MIOT International",22,5.6,11,8,26
REQ00553,Accident,H027,"MGM Healthcare",22,2.6,5,5,16
REQ00554,Cardiac,H016,"Apollo Speciality Hospital OMR",18,3,6,19,2
REQ00555,Trauma,H026,"CSI Rainy Multispeciality Hospital",22,2,4,8,11
REQ00556,Burn,H025,"Apollo Hospitals Tondiarpet",30,9.5,18,9,9
REQ00557,Accident,H005,"Government Omandurar Medical College Hospital",22,1.7,3,19,5
REQ00558,General Medical,H020,"Prashanth Super Speciality Hospital",30,1.2,2,2,14
REQ00559,Stroke,H024,"Billroth Hospitals",18,0.2,2,4,32
REQ00560,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,5.4,10,18,34
REQ00561,Trauma,H025,"Apollo Hospitals Tondiarpet",22,11.9,22,9,9
REQ00562,Accident,H014,"Vijaya Hospital",22,2,4,10,12
REQ00563,Cardiac,H029,"Adyar Cancer Institute",18,2.8,5,2,46
REQ00564,General Medical,H025,"Apollo Hospitals Tondiarpet",30,9.1,17,9,9
REQ00565,Stroke,H001,"Rajiv Gandhi Government General Hospital",18,1.1,2,6,32
REQ00566,Cardiac,H029,"Adyar Cancer Institute",18,1.8,3,2,46
REQ00567,Trauma,H027,"MGM Healthcare",22,2.5,5,5,16
REQ00568,Unconscious,H024,"Billroth Hospitals",30,0.3,2,4,32
REQ00569,General Medical,H006,"Institute of Child Health and Hospital for Children",30,0.1,2,20,12
REQ00570,Accident,H014,"Vijaya Hospital",22,1.6,3,10,12
REQ00571,General Medical,H011,"Madras Medical Mission",30,1.4,3,5,4
REQ00572,Trauma,H011,"Madras Medical Mission",22,2.4,4,5,4
REQ00573,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,4.1,8,18,34
REQ00574,Breathing,H011,"Madras Medical Mission",30,7.3,14,5,4
REQ00575,Breathing,H023,"ESIC Medical College and Hospital",30,1.8,3,5,32
REQ00576,Accident,H008,"Fortis Malar Hospital",22,1.9,4,4,34
REQ00577,Accident,H009,"MIOT International",22,6.1,11,8,26
REQ00578,Trauma,H007,"Apollo Hospitals Greams Road",22,1.6,3,4,24
REQ00579,Accident,H025,"Apollo Hospitals Tondiarpet",22,6.3,12,9,9
REQ00580,Trauma,H001,"Rajiv Gandhi Government General Hospital",22,2.2,4,6,32
REQ00581,Stroke,H012,"Sundaram Medical Foundation",18,7.4,14,4,33
REQ00582,Accident,H020,"Prashanth Super Speciality Hospital",22,1.8,3,2,14
REQ00583,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,7.6,14,18,34
REQ00584,Accident,H027,"MGM Healthcare",22,2.1,4,5,16
REQ00585,Trauma,H001,"Rajiv Gandhi Government General Hospital",22,0.3,2,6,32
REQ00586,Cardiac,H016,"Apollo Speciality Hospital OMR",18,0.6,2,19,2
REQ00587,Accident,H011,"Madras Medical Mission",22,8.5,16,5,4
REQ00588,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,6.2,12,18,34
REQ00589,Accident,H025,"Apollo Hospitals Tondiarpet",22,3.3,6,9,9
REQ00590,Accident,H020,"Prashanth Super Speciality Hospital",22,1.7,3,2,14
REQ00591,Breathing,H013,"SIMS Hospital",30,0.1,2,5,3
REQ00592,Unconscious,H024,"Billroth Hospitals",30,0.4,2,4,32
REQ00593,General Medical,H030,"Government Hospital of Thoracic Medicine",30,2.5,5,8,23
REQ00594,Cardiac,H002,"Government Stanley Medical College Hospital",18,1.8,3,7,39
REQ00595,Cardiac,H013,"SIMS Hospital",18,1,2,5,3
REQ00596,Unconscious,H013,"SIMS Hospital",30,0.8,2,5,3
REQ00597,Stroke,H009,"MIOT International",18,1.1,2,8,26
REQ00598,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,5.4,10,18,34
REQ00599,Unconscious,H016,"Apollo Speciality Hospital OMR",30,1.5,3,19,2
REQ00600,Unconscious,H026,"CSI Rainy Multispeciality Hospital",30,1.8,3,8,11
REQ00601,Cardiac,H016,"Apollo Speciality Hospital OMR",18,2.6,5,19,2
REQ00602,Breathing,H016,"Apollo Speciality Hospital OMR",30,1.5,3,19,2
REQ00603,Other,H010,"Sri Ramachandra Medical Centre",30,4.7,9,1,10
REQ00604,Breathing,H016,"Apollo Speciality Hospital OMR",30,2.3,4,19,2
REQ00605,Cardiac,H007,"Apollo Hospitals Greams Road",18,2.3,4,4,24
REQ00606,Unconscious,H030,"Government Hospital of Thoracic Medicine",30,0.4,2,8,23
REQ00607,Accident,H005,"Government Omandurar Medical College Hospital",22,1.6,3,19,5
REQ00608,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,2.2,4,18,34
REQ00609,Accident,H006,"Institute of Child Health and Hospital for Children",22,2.1,4,20,12
REQ00610,Accident,H011,"Madras Medical Mission",22,0.9,2,5,4
REQ00611,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,9.3,17,9,9
REQ00612,Cardiac,H024,"Billroth Hospitals",18,0.8,2,4,32
REQ00613,Cardiac,H021,"Hindu Mission Hospital",18,1.4,3,16,6
REQ00614,Trauma,H026,"CSI Rainy Multispeciality Hospital",22,0.5,2,8,11
REQ00615,Accident,H023,"ESIC Medical College and Hospital",22,0.9,2,5,32
REQ00616,Stroke,H007,"Apollo Hospitals Greams Road",18,2.4,4,4,24
REQ00617,Stroke,H011,"Madras Medical Mission",18,1.3,2,5,4
REQ00618,General Medical,H028,"Kauvery Hospital Alwarpet",30,2.2,4,1,34
REQ00619,Cardiac,H024,"Billroth Hospitals",18,2.2,4,4,32
REQ00620,Cardiac,H029,"Adyar Cancer Institute",18,1.9,3,2,46
REQ00621,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,5.3,10,18,34
REQ00622,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,17.7,33,18,34
REQ00623,Stroke,H011,"Madras Medical Mission",18,8.6,16,5,4
REQ00624,Burn,H016,"Apollo Speciality Hospital OMR",30,0.5,2,19,2
REQ00625,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,3.8,7,8,11
REQ00626,Breathing,H010,"Sri Ramachandra Medical Centre",30,2.3,4,1,10
REQ00627,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,6.8,13,8,11
REQ00628,Accident,H020,"Prashanth Super Speciality Hospital",22,1.7,3,2,14
REQ00629,Breathing,H011,"Madras Medical Mission",30,2.1,4,5,4
REQ00630,Trauma,H014,"Vijaya Hospital",22,0.7,2,10,12
REQ00631,General Medical,H012,"Sundaram Medical Foundation",30,1.6,3,4,33
REQ00632,Trauma,H011,"Madras Medical Mission",22,1.7,3,5,4
REQ00633,Trauma,H006,"Institute of Child Health and Hospital for Children",22,1.9,4,20,12
REQ00634,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,2.9,5,8,11
REQ00635,Accident,H011,"Madras Medical Mission",22,1.5,3,5,4
REQ00636,Burn,H016,"Apollo Speciality Hospital OMR",30,2.6,5,19,2
REQ00637,Trauma,H027,"MGM Healthcare",22,0.4,2,5,16
REQ00638,Stroke,H024,"Billroth Hospitals",18,1.3,2,4,32
REQ00639,Trauma,H008,"Fortis Malar Hospital",22,0.9,2,4,34
REQ00640,Breathing,H006,"Institute of Child Health and Hospital for Children",30,0.6,2,20,12
REQ00641,Cardiac,H013,"SIMS Hospital",18,1.2,2,5,3
REQ00642,Trauma,H014,"Vijaya Hospital",22,1,2,10,12
REQ00643,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,2.2,4,18,34
REQ00644,Accident,H011,"Madras Medical Mission",22,5.6,11,5,4
REQ00645,Breathing,H007,"Apollo Hospitals Greams Road",30,1.2,2,4,24
REQ00646,General Medical,H018,"Chettinad Hospital and Research Institute",30,2.4,4,4,14
REQ00647,Accident,H025,"Apollo Hospitals Tondiarpet",22,7,13,9,9
REQ00648,Unconscious,H018,"Chettinad Hospital and Research Institute",30,2.3,4,4,14
REQ00649,Burn,H004,"Government Royapettah Hospital",30,1.3,2,13,11
REQ00650,Trauma,H027,"MGM Healthcare",22,1.6,3,5,16
REQ00651,Breathing,H006,"Institute of Child Health and Hospital for Children",30,2.1,4,20,12
REQ00652,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,3.3,6,18,34
